cluster_id	Amplitude	ContamPct	KSLabel	amp	ch	depth	fr	group	n_spikes	sh
414	4114.90000000	100.00000000	good	73.32891846	51	540.00000000	2.33251505	good	5891	0
415	3649.60000000	100.00000000	good	90.70975494	50	520.00000000	2.19195439	good	5536	0
426	4276.70000000	100.00000000	good	107.78227997	49	520.00000000	0.41059550	mua	1037	0
428	3857.10000000	100.00000000	good	78.83863831	49	520.00000000	0.53413050	good	1349	0
430	2230.00000000	100.00000000	mua	65.93818665	45	480.00000000	0.19361736	mua	489	0
434	3265.50000000	100.00000000	mua	82.67301178	51	540.00000000	0.04790941	mua	121	0
437	2321.00000000	100.00000000	mua	71.34729004	50	520.00000000	0.05503643	mua	139	0
439	3028.70000000	100.00000000	mua	71.00453186	48	500.00000000	0.08948369	mua	226	0
440	1476.30000000	100.00000000	mua	69.82488251	48	500.00000000	3.83354450	good	9682	0
447	1651.70000000	100.00000000	mua	66.04139709	49	520.00000000	0.36506177	mua	922	0
449	4535.20000000	100.00000000	mua	104.55810547	49	520.00000000	0.05662021	mua	143	0
451	1517.50000000	100.00000000	mua	67.27715302	49	520.00000000	0.38327526	mua	968	0
453	1574.10000000	100.00000000	mua	60.92301178	49	520.00000000	0.07522965	mua	190	0
454	3060.80000000	100.00000000	mua	105.55860901	49	520.00000000	0.07245803	mua	183	0
455	1593.20000000	100.00000000	mua	79.87592316	49	520.00000000	5.47751029	good	13834	0
456	1699.80000000	100.00000000	mua	85.60443115	49	520.00000000	1.46301869	good	3695	0
458	4922.60000000	100.00000000	good	104.46910095	56	580.00000000	0.94235033	good	2380	0
461	2629.70000000	100.00000000	mua	85.30086517	53	560.00000000	0.04315806	mua	109	0
464	1511.90000000	100.00000000	mua	65.99809265	51	540.00000000	1.41154577	good	3565	0
467	1433.70000000	100.00000000	good	67.71630859	53	560.00000000	0.98352867	good	2484	0
468	2091.30000000	100.00000000	good	89.89700317	52	540.00000000	1.03460564	good	2613	0
469	3080.60000000	100.00000000	mua	82.05017090	55	580.00000000	0.06255939	mua	158	0
471	2085.70000000	100.00000000	mua	69.25506592	55	580.00000000	0.07641748	mua	193	0
472	1157.70000000	100.00000000	mua	61.18925476	56	580.00000000	4.94377574	good	12486	0
473	1569.00000000	100.00000000	mua	79.54769135	53	560.00000000	1.99477352	good	5038	0
475	2241.50000000	100.00000000	good	79.03172302	57	600.00000000	3.85769718	good	9743	0
478	3243.40000000	100.00000000	mua	78.85928345	58	600.00000000	0.07364587	mua	186	0
480	2369.20000000	100.00000000	mua	80.08879852	60	620.00000000	1.74572379	good	4409	0
482	2295.90000000	100.00000000	good	77.53944397	58	600.00000000	1.75760215	good	4439	0
488	2121.10000000	100.00000000	good	72.37779236	55	580.00000000	0.91542604	good	2312	0
491	1780.00000000	100.00000000	mua	60.59986115	58	600.00000000	0.12907824	mua	326	0
492	1448.30000000	100.00000000	good	60.51932526	59	620.00000000	1.29592968	good	3273	0
494	2634.10000000	100.00000000	mua	72.36200714	58	600.00000000	0.07839721	mua	198	0
496	2695.10000000	100.00000000	mua	126.11128235	57	600.00000000	0.07404181	mua	187	0
501	3003.40000000	100.00000000	mua	92.72776794	57	600.00000000	0.04315806	mua	109	0
502	2018.90000000	100.00000000	mua	96.97741699	57	600.00000000	2.37092176	good	5988	0
503	3228.50000000	100.00000000	good	160.67190552	57	600.00000000	3.76425404	good	9507	0
504	1830.10000000	100.00000000	mua	64.09362793	55	580.00000000	0.04394995	mua	111	0
505	1381.70000000	100.00000000	mua	66.09081268	57	600.00000000	3.38889769	mua	8559	0
510	1752.80000000	100.00000000	mua	62.31484985	58	600.00000000	0.10730124	mua	271	0
512	1220.80000000	100.00000000	mua	60.91216278	60	620.00000000	1.24485271	good	3144	0
513	1438.70000000	100.00000000	mua	61.82782364	60	620.00000000	0.32586316	mua	823	0
514	1749.30000000	100.00000000	mua	76.10285187	57	600.00000000	0.04434590	mua	112	0
523	2846.10000000	100.00000000	mua	81.39382172	64	660.00000000	1.72038328	good	4345	0
524	3605.00000000	100.00000000	good	100.28607178	61	640.00000000	3.09787773	good	7824	0
529	2827.90000000	100.00000000	good	100.62682343	60	620.00000000	2.78508077	good	7034	0
531	2656.60000000	100.00000000	mua	87.99821472	61	640.00000000	0.92888818	mua	2346	0
535	2574.90000000	100.00000000	good	86.86416626	62	640.00000000	2.03515996	good	5140	0
537	2222.00000000	100.00000000	mua	78.65719604	61	640.00000000	1.15734875	good	2923	0
538	2898.80000000	100.00000000	mua	88.38051605	62	640.00000000	0.23321191	mua	589	0
539	2675.20000000	100.00000000	good	81.43685150	60	620.00000000	0.19440925	mua	491	0
544	1868.40000000	100.00000000	mua	82.03598022	60	620.00000000	0.09977827	mua	252	0
545	1688.50000000	100.00000000	mua	84.02497864	60	620.00000000	4.98178651	good	12582	0
546	2496.60000000	100.00000000	good	89.27258301	64	660.00000000	0.21697814	mua	548	0
548	3171.50000000	100.00000000	mua	91.49051666	62	640.00000000	0.50205892	good	1268	0
549	2584.70000000	100.00000000	mua	93.35900879	62	640.00000000	0.10175800	mua	257	0
551	2521.50000000	100.00000000	mua	89.66886902	61	640.00000000	0.08671207	mua	219	0
552	1959.90000000	100.00000000	mua	93.74027252	61	640.00000000	1.94211277	mua	4905	0
553	1734.20000000	100.00000000	mua	83.35400391	64	660.00000000	0.14649984	mua	370	0
554	1999.80000000	100.00000000	mua	70.09497070	62	640.00000000	0.05186886	mua	131	0
558	2025.30000000	100.00000000	mua	73.92578125	62	640.00000000	0.05859994	mua	148	0
559	1798.10000000	100.00000000	mua	84.00106812	62	640.00000000	0.07522965	good	190	0
560	1521.10000000	100.00000000	mua	76.29557037	61	640.00000000	1.76076972	good	4447	0
561	2876.00000000	100.00000000	mua	106.38316345	62	640.00000000	0.04790941	mua	121	0
562	2119.50000000	100.00000000	mua	86.06306458	61	640.00000000	0.06216345	mua	157	0
563	1470.30000000	100.00000000	mua	65.62285614	60	620.00000000	0.08552423	mua	216	0
567	1725.70000000	100.00000000	mua	74.26367950	64	660.00000000	1.90053849	good	4800	0
568	1294.80000000	100.00000000	mua	55.31154633	65	680.00000000	0.17857143	good	451	0
569	1238.90000000	100.00000000	mua	51.12779999	63	660.00000000	0.04038644	mua	102	0
570	1353.80000000	100.00000000	mua	69.33410645	65	680.00000000	11.39887551	good	28789	0
571	1260.90000000	100.00000000	mua	63.19788361	72	740.00000000	0.04038644	mua	102	0
572	1677.60000000	100.00000000	mua	95.41556549	72	740.00000000	1.88945201	good	4772	0
573	839.30000000	100.00000000	mua	43.63176346	70	720.00000000	2.22758948	good	5626	0
574	2761.50000000	100.00000000	good	141.80683899	69	720.00000000	0.22806462	good	576	0
575	1560.20000000	100.00000000	mua	89.77733612	72	740.00000000	0.88929363	good	2246	0
576	1610.30000000	100.00000000	good	52.06515121	81	840.00000000	1.14507444	mua	2892	0
579	1112.90000000	100.00000000	mua	50.86682129	74	780.00000000	5.71626544	good	14437	0
580	1599.10000000	100.00000000	mua	91.10115051	72	740.00000000	1.01837187	good	2572	0
581	3249.60000000	100.00000000	good	89.96365356	78	820.00000000	8.27011403	mua	20887	0
582	2424.90000000	100.00000000	mua	74.67016602	78	820.00000000	0.09185936	mua	232	0
583	1389.40000000	100.00000000	mua	48.15402985	81	840.00000000	0.06176750	mua	156	0
584	1704.60000000	100.00000000	mua	52.30239105	78	820.00000000	0.04988914	mua	126	0
585	1605.40000000	100.00000000	mua	70.17779541	80	840.00000000	1.95557491	mua	4939	0
587	3326.90000000	100.00000000	mua	87.25944519	76	800.00000000	0.04236617	mua	107	0
588	3041.40000000	100.00000000	good	88.70353699	78	820.00000000	0.11482420	mua	290	0
589	2224.20000000	100.00000000	good	68.51329041	80	840.00000000	0.22093760	good	558	0
590	2976.10000000	100.00000000	good	77.98586273	76	800.00000000	0.06335128	mua	160	0
591	2241.70000000	100.00000000	good	77.31456757	76	800.00000000	0.66558442	good	1681	0
593	1416.00000000	100.00000000	mua	60.61128616	76	800.00000000	4.83687045	good	12216	0
595	1991.50000000	100.00000000	good	59.16830444	86	900.00000000	1.11656636	mua	2820	0
596	6260.00000000	100.00000000	good	107.26108551	82	860.00000000	0.04394995	mua	111	0
599	3699.20000000	100.00000000	good	84.32870483	79	820.00000000	0.29973076	mua	757	0
600	4537.90000000	100.00000000	good	75.80751038	80	840.00000000	0.07127019	mua	180	0
603	3452.50000000	100.00000000	good	73.72509003	82	860.00000000	0.22252138	mua	562	0
606	2747.60000000	100.00000000	good	68.34498596	82	860.00000000	0.13620526	mua	344	0
607	1715.50000000	100.00000000	good	62.16098785	83	860.00000000	0.39317390	mua	993	0
608	1635.20000000	100.00000000	good	50.95942688	86	900.00000000	0.18847007	mua	476	0
609	2354.60000000	100.00000000	mua	74.61618042	81	840.00000000	0.04038644	mua	102	0
610	1328.20000000	100.00000000	good	48.25846863	81	840.00000000	0.56501425	good	1427	0
612	1869.10000000	100.00000000	good	57.42198181	85	880.00000000	1.16091226	good	2932	0
616	2369.30000000	100.00000000	good	83.03182983	80	840.00000000	1.38462148	mua	3497	0
617	2426.50000000	100.00000000	good	85.04556274	81	840.00000000	0.41653468	mua	1052	0
618	3813.00000000	100.00000000	mua	98.97440338	81	840.00000000	0.04513779	mua	114	0
619	3599.40000000	100.00000000	good	84.51625061	82	860.00000000	0.12195122	mua	308	0
620	2136.20000000	100.00000000	good	64.54726410	86	900.00000000	0.19203358	good	485	0
621	2276.70000000	100.00000000	good	82.63803101	83	860.00000000	0.23439975	mua	592	0
622	2535.70000000	100.00000000	mua	84.32629395	80	840.00000000	0.12393095	mua	313	0
623	2656.90000000	100.00000000	good	74.13185120	84	880.00000000	0.07127019	mua	180	0
624	3142.60000000	100.00000000	good	86.30461884	81	840.00000000	0.15085524	mua	381	0
625	3980.30000000	100.00000000	good	107.88890839	82	860.00000000	0.05464048	mua	138	0
626	2442.60000000	100.00000000	mua	99.08721161	80	840.00000000	5.08354450	mua	12839	0
627	3560.00000000	100.00000000	good	88.04550171	84	880.00000000	0.17500792	mua	442	0
628	1959.00000000	100.00000000	good	58.71655273	87	900.00000000	4.78222997	mua	12078	0
631	2530.70000000	100.00000000	good	79.61527252	83	860.00000000	2.52534051	mua	6378	0
632	2531.20000000	100.00000000	mua	61.70655060	85	880.00000000	0.05899588	mua	149	0
633	2073.90000000	100.00000000	good	59.79665375	85	880.00000000	3.16202091	mua	7986	0
634	5018.40000000	100.00000000	good	92.86621857	82	860.00000000	0.09740260	mua	246	0
635	2544.20000000	100.00000000	good	76.72859955	84	880.00000000	0.17223630	good	435	0
636	4083.90000000	100.00000000	mua	99.57160187	85	880.00000000	0.06810263	mua	172	0
637	2548.70000000	100.00000000	good	73.82595825	84	880.00000000	0.10136205	mua	256	0
639	4196.40000000	100.00000000	good	99.84825897	85	880.00000000	0.04711752	mua	119	0
640	3722.50000000	100.00000000	good	92.51106262	84	880.00000000	0.07285398	mua	184	0
641	3396.90000000	100.00000000	good	99.16180420	84	880.00000000	0.08631612	mua	218	0
643	2969.60000000	100.00000000	good	70.01834869	87	900.00000000	0.09581882	good	242	0
645	1527.20000000	100.00000000	good	60.82733917	83	860.00000000	1.72275895	mua	4351	0
646	2563.60000000	100.00000000	good	67.29748535	81	840.00000000	0.04355401	mua	110	0
648	1235.30000000	100.00000000	good	48.79416656	85	880.00000000	0.87701932	good	2215	0
649	2441.20000000	100.00000000	good	81.94374847	87	900.00000000	0.11165664	mua	282	0
650	1989.40000000	100.00000000	mua	81.82160950	83	860.00000000	10.57926829	mua	26719	0
651	3579.60000000	100.00000000	good	87.75814819	91	940.00000000	5.13382959	mua	12966	0
652	2552.90000000	100.00000000	good	76.28553772	87	900.00000000	3.14182768	mua	7935	0
654	2778.00000000	100.00000000	good	85.06839752	88	920.00000000	0.43356034	mua	1095	0
657	1175.50000000	100.00000000	mua	54.89520264	89	920.00000000	9.67176117	good	24427	0
659	3463.90000000	100.00000000	mua	89.91683960	84	880.00000000	0.04553373	mua	115	0
660	3121.30000000	100.00000000	mua	90.47543335	84	880.00000000	0.04078239	mua	103	0
666	1288.40000000	100.00000000	good	50.10195923	93	960.00000000	0.05899588	mua	149	0
669	3117.40000000	100.00000000	good	93.81970215	87	900.00000000	0.24509028	good	619	0
671	4149.00000000	100.00000000	mua	110.92942810	87	900.00000000	0.04276212	mua	108	0
672	2374.80000000	100.00000000	good	97.15557098	87	900.00000000	0.70795059	good	1788	0
679	2991.00000000	100.00000000	good	97.08804321	88	920.00000000	0.04394995	mua	111	0
680	1959.10000000	100.00000000	good	73.95230103	84	880.00000000	0.17382008	good	439	0
681	1253.20000000	100.00000000	mua	53.08322144	87	900.00000000	0.38723472	mua	978	0
682	1495.00000000	100.00000000	good	62.47566223	88	920.00000000	0.49414001	mua	1248	0
684	1527.70000000	100.00000000	mua	62.59114456	87	900.00000000	1.29315806	mua	3266	0
685	1169.20000000	100.00000000	mua	46.84545517	86	900.00000000	0.08869180	mua	224	0
686	3411.50000000	100.00000000	good	85.57128906	91	940.00000000	7.76924295	mua	19622	0
687	1962.90000000	100.00000000	good	79.01850891	92	960.00000000	26.49865379	mua	66925	0
688	4138.90000000	100.00000000	good	103.85145569	91	940.00000000	2.29252455	mua	5790	0
691	2100.50000000	100.00000000	good	82.54092407	95	980.00000000	5.66716820	mua	14313	0
692	1985.40000000	100.00000000	mua	81.70896912	91	940.00000000	2.07910991	mua	5251	0
693	3533.70000000	100.00000000	good	100.07928467	91	940.00000000	0.06849857	mua	173	0
694	2874.00000000	100.00000000	good	85.41632080	84	880.00000000	0.76021539	good	1920	0
695	1538.80000000	100.00000000	mua	66.63114166	92	960.00000000	2.99018055	mua	7552	0
696	2592.10000000	100.00000000	mua	75.09188843	84	880.00000000	0.17302819	mua	437	0
697	1117.60000000	100.00000000	mua	47.81804276	92	960.00000000	1.76235350	mua	4451	0
698	2094.50000000	100.00000000	good	84.90473175	91	940.00000000	1.18823250	mua	3001	0
699	2484.70000000	100.00000000	good	73.74585724	90	940.00000000	0.09819449	mua	248	0
700	2210.80000000	100.00000000	mua	84.76344299	90	940.00000000	0.05701615	mua	144	0
701	2289.70000000	100.00000000	good	102.46646118	90	940.00000000	2.21848274	good	5603	0
702	1075.10000000	100.00000000	mua	45.83687973	93	960.00000000	3.05828318	mua	7724	0
707	1622.40000000	100.00000000	mua	58.25302124	92	960.00000000	0.05701615	mua	144	0
708	1212.00000000	100.00000000	mua	53.61798096	97	1000.00000000	3.90521064	good	9863	0
709	1968.10000000	100.00000000	good	64.23287201	96	1000.00000000	0.04474184	mua	113	0
710	1841.70000000	100.00000000	good	69.16526794	96	1000.00000000	1.98804245	good	5021	0
711	1844.10000000	100.00000000	good	83.20804596	98	1020.00000000	1.56794425	good	3960	0
712	3158.20000000	100.00000000	good	164.29916382	100	1040.00000000	0.59154260	good	1494	0
715	1024.90000000	100.00000000	mua	46.86642456	101	1040.00000000	5.42089009	good	13691	0
716	2146.10000000	100.00000000	good	86.55782318	103	1060.00000000	1.04212860	mua	2632	0
717	1781.30000000	100.00000000	good	91.30070496	102	1060.00000000	1.05757048	good	2671	0
718	904.70000000	100.00000000	mua	44.92494965	105	1080.00000000	2.70312005	good	6827	0
719	1275.20000000	100.00000000	good	58.95591736	109	1120.00000000	1.40877415	good	3558	0
721	831.00000000	100.00000000	mua	41.76928711	109	1120.00000000	1.48439975	good	3749	0
722	918.40000000	100.00000000	mua	39.94844818	112	1160.00000000	0.20074438	mua	507	0
723	790.70000000	100.00000000	mua	40.64527893	112	1160.00000000	2.04347482	good	5161	0
724	831.60000000	100.00000000	mua	42.18297195	115	1200.00000000	2.97632246	good	7517	0
725	801.40000000	100.00000000	mua	40.16362762	119	1240.00000000	2.49564460	good	6303	0
726	753.30000000	100.00000000	mua	37.32203674	124	1280.00000000	5.10611340	good	12896	0
727	1584.80000000	100.00000000	good	83.62343597	121	1260.00000000	0.07641748	mua	193	0
728	1930.30000000	100.00000000	mua	104.77028656	121	1260.00000000	0.08829585	good	223	0
729	859.80000000	100.00000000	mua	42.09593201	130	1340.00000000	5.20034843	good	13134	0
730	1748.60000000	100.00000000	good	83.05428314	130	1340.00000000	2.23313272	good	5640	0
731	900.00000000	100.00000000	mua	43.87345886	130	1340.00000000	3.24675325	mua	8200	0
732	1198.80000000	100.00000000	mua	55.73822403	134	1380.00000000	2.62274311	good	6624	0
733	868.40000000	100.00000000	mua	38.53256226	140	1440.00000000	3.40473551	good	8599	0
734	1006.00000000	100.00000000	mua	41.98004150	144	1480.00000000	3.42690846	good	8655	0
735	1292.90000000	100.00000000	mua	55.39718628	149	1540.00000000	8.18458980	mua	20671	0
736	3026.10000000	100.00000000	good	87.86137390	149	1540.00000000	0.04672157	mua	118	0
737	2312.60000000	100.00000000	good	93.83655548	149	1540.00000000	0.80852075	mua	2042	0
738	2724.00000000	100.00000000	mua	120.39793396	149	1540.00000000	0.49176433	mua	1242	0
739	2674.50000000	100.00000000	good	72.95792389	149	1540.00000000	0.04434590	mua	112	0
740	2014.90000000	100.00000000	mua	78.72714996	149	1540.00000000	0.20826734	mua	526	0
741	1844.20000000	100.00000000	mua	93.92646790	149	1540.00000000	2.55662021	mua	6457	0
742	1270.60000000	100.00000000	mua	50.82417297	151	1560.00000000	8.25902756	good	20859	0
743	4829.70000000	100.00000000	good	118.08822632	153	1580.00000000	0.05384859	mua	136	0
744	1339.80000000	100.00000000	mua	51.39591980	154	1600.00000000	17.80883750	mua	44978	0
745	1982.00000000	100.00000000	mua	65.39669800	159	1640.00000000	26.06905290	mua	65840	0
746	2138.50000000	100.00000000	mua	72.80776215	162	1680.00000000	22.48297434	mua	56783	0
747	1445.90000000	100.00000000	mua	55.47048187	164	1700.00000000	15.87226798	good	40087	0
748	984.80000000	100.00000000	mua	43.96107864	171	1760.00000000	8.27407349	good	20897	0
749	2899.90000000	100.00000000	good	76.47579193	175	1800.00000000	0.04236617	mua	107	0
752	896.90000000	100.00000000	mua	43.79042053	173	1780.00000000	4.78222997	good	12078	0
753	2884.20000000	100.00000000	good	155.42807007	178	1840.00000000	0.06889452	mua	174	0
754	919.20000000	100.00000000	mua	42.22999573	176	1820.00000000	0.04909724	mua	124	0
755	910.60000000	100.00000000	mua	43.69474411	176	1820.00000000	0.04949319	mua	125	0
756	831.60000000	100.00000000	mua	40.69433975	177	1820.00000000	0.05899588	good	149	0
757	786.10000000	100.00000000	mua	40.48117828	176	1820.00000000	0.83425721	good	2107	0
758	1416.60000000	100.00000000	mua	77.55805969	183	1880.00000000	0.03999050	mua	101	0
759	820.90000000	100.00000000	mua	44.41809845	183	1880.00000000	0.12432689	good	314	0
760	1195.40000000	100.00000000	mua	65.54356384	186	1920.00000000	0.08433640	good	213	0
761	2148.10000000	100.00000000	good	82.11544800	189	1960.00000000	0.31715236	good	801	0
762	2820.50000000	100.00000000	mua	103.95634460	189	1960.00000000	0.07958505	good	201	0
769	1001.40000000	100.00000000	mua	53.58176422	193	2000.00000000	6.78492239	good	17136	0
770	809.20000000	100.00000000	mua	43.44471359	195	2020.00000000	2.11474501	good	5341	0
771	2424.90000000	100.00000000	mua	138.08020020	197	2040.00000000	1.59764016	good	4035	0
774	1572.30000000	100.00000000	good	68.93498993	209	2160.00000000	0.05107697	mua	129	0
776	1096.00000000	100.00000000	mua	56.87508011	201	2080.00000000	2.02367754	good	5111	0
779	1433.50000000	100.00000000	mua	63.52719498	209	2160.00000000	6.05123535	good	15283	0
780	3540.70000000	100.00000000	mua	103.21623230	213	2200.00000000	0.05741210	mua	145	0
781	1164.70000000	100.00000000	mua	51.01659393	213	2200.00000000	6.41352550	mua	16198	0
782	3681.80000000	100.00000000	good	123.85976410	220	2260.00000000	1.48083624	good	3740	0
785	1305.30000000	100.00000000	mua	59.30342102	217	2240.00000000	5.81525182	good	14687	0
786	2093.90000000	100.00000000	mua	71.54006195	220	2260.00000000	3.20319924	mua	8090	0
787	1538.80000000	100.00000000	mua	66.73387909	221	2280.00000000	7.25451378	good	18322	0
